arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio,vlm_grounding_all,vlm_grounding_deep,vlm_quality
A_drgrpo,0,0801,-9.622299312979322,48.87152862548828,0.2587995231151581,0.479562371969223,0.7780910730361938,0.4925373134328358,4.5,4.5,7.0
A_drgrpo,0,0802,-6.3492225124590815,49.222572326660156,0.5338729023933411,0.7363690137863159,0.8437507152557373,0.6081081081081081,7.25,9.5,8.0
A_drgrpo,0,0803,-5.806457488139006,60.506351470947266,0.5920114517211914,0.7923821806907654,0.8488929867744446,0.5185185185185185,9.5,10.0,8.0
A_drgrpo,0,0804,-7.898063205464691,51.295928955078125,0.3656356632709503,0.40273258090019226,0.7175289392471313,0.4878048780487805,9.25,9.5,5.0
A_drgrpo,0,0805,-14.965086182016135,58.83033752441406,0.5108007788658142,0.6371366381645203,0.7759487628936768,0.41333333333333333,9.0,8.5,8.0
A_drgrpo,0,0806,-4.843386207488519,55.4346923828125,0.30413806438446045,0.5338218808174133,0.7290706634521484,0.8157894736842105,6.5,8.0,3.0
A_drgrpo,0,0807,-6.128703465394556,48.37035369873047,0.43290215730667114,0.7575718760490417,0.778702974319458,0.5921052631578947,6.25,4.5,7.0
A_drgrpo,0,0808,-5.429088479894654,62.73006057739258,0.42877447605133057,0.7378313541412354,0.7410237789154053,0.625,8.5,9.0,7.0
A_drgrpo,0,0809,-7.924222059485567,49.099727630615234,0.4075131118297577,0.4391040802001953,0.7880295515060425,0.4268292682926829,5.25,9.5,7.0
A_drgrpo,0,0810,-6.021708368086697,54.502113342285156,0.3381211459636688,0.5651642084121704,0.8053528070449829,0.5280898876404494,7.5,5.0,8.0
A_drgrpo,0,0811,-9.373782240532275,37.84768295288086,0.4203658998012543,0.5803102850914001,0.8346606492996216,0.7887323943661971,6.75,8.0,5.0
A_drgrpo,0,0812,-6.352307422757,50.625205993652344,0.3602333962917328,0.4343961775302887,0.6961526870727539,0.5952380952380952,6.5,8.0,4.0
A_drgrpo,0,0813,-7.443511552501566,38.58095169067383,0.38973143696784973,0.5983062386512756,0.7433156371116638,0.7222222222222222,4.5,1.0,7.0
A_drgrpo,0,0814,-7.30343633732294,61.01268005371094,0.41484758257865906,0.4569326341152191,0.8184778690338135,0.5263157894736842,8.75,8.5,7.0
A_drgrpo,0,0815,-4.733885932037095,63.55355453491211,0.5267943739891052,0.7428420782089233,0.8127350807189941,0.5757575757575758,8.5,8.5,4.0
A_drgrpo,0,0816,-5.554424828465678,65.4753646850586,0.37567567825317383,0.824977695941925,0.7727841734886169,0.7236842105263158,6.75,4.5,5.0
A_drgrpo,0,0817,-5.411179647410622,48.723297119140625,0.41719380021095276,0.7101360559463501,0.8170530796051025,0.620253164556962,6.25,8.0,3.0
A_drgrpo,0,0818,-7.158558997776779,53.73636245727539,0.4255363643169403,0.734990119934082,0.7690484523773193,0.6162790697674418,6.5,5.0,7.0
A_drgrpo,0,0819,-9.675308572310827,47.023040771484375,0.4447866976261139,0.48143061995506287,0.6728673577308655,0.7058823529411765,6.5,5.0,7.0
A_drgrpo,0,0820,-4.3992190023309625,58.599754333496094,0.27960842847824097,0.7171996235847473,0.751498818397522,0.654320987654321,3.25,5.5,5.0
A_drgrpo,0,0821,-14.085352908169178,22.756732940673828,0.27080926299095154,0.45294609665870667,0.8482948541641235,0.6463414634146342,5.0,5.5,1.0
A_drgrpo,0,0822,-7.576202884287877,67.83934783935547,0.46265313029289246,0.6764690279960632,0.8114938139915466,0.4567901234567901,8.5,8.5,8.0
A_drgrpo,0,0823,-8.25906544263892,38.49542999267578,0.4885086715221405,0.6655680537223816,0.7453663349151611,0.6352941176470588,4.75,4.5,5.0
A_drgrpo,0,0824,-6.228056219263742,46.87101745605469,0.42137375473976135,0.7229947447776794,0.8103713989257812,0.6944444444444444,4.5,1.0,8.0
A_drgrpo,0,0825,-4.548463690795813,48.856571197509766,0.21663257479667664,0.5700569748878479,0.760144829750061,0.7868852459016393,7.0,5.0,2.0
A_drgrpo,0,0826,-4.374950813796828,58.399410247802734,0.40035563707351685,0.7362138032913208,0.7600576877593994,0.6708860759493671,9.5,9.0,4.0
A_drgrpo,0,0827,-13.89629502435111,40.39567947387695,0.4194767475128174,0.3393314480781555,0.8273842334747314,0.6455696202531646,6.75,9.0,8.0
A_drgrpo,0,0828,-5.779934384871428,61.302154541015625,0.36541131138801575,0.5887078642845154,0.8613160252571106,0.6268656716417911,8.0,8.0,3.0
A_drgrpo,0,0829,-4.535312443463943,56.24494171142578,0.4564663767814636,0.6639307141304016,0.7828333973884583,0.4935064935064935,6.75,8.0,7.0
A_drgrpo,0,0830,-6.685791593927152,46.481101989746094,0.3489323854446411,0.6522149443626404,0.7302882075309753,0.581081081081081,6.0,3.5,2.0
