arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio,vlm_grounding_all,vlm_grounding_deep,vlm_quality
ancW10,0,0801,-8.765346665206186,47.96847915649414,0.2676892876625061,0.413137286901474,0.7646020650863647,0.5645161290322581,6.25,4.5,3.0
ancW10,0,0802,-6.796051951727703,44.31529998779297,0.5198585987091064,0.7526344656944275,0.8387844562530518,0.4461538461538462,7.25,5.5,8.0
ancW10,0,0803,-6.2475610875456224,60.694366455078125,0.5726423263549805,0.7742764949798584,0.835184633731842,0.35135135135135137,9.25,9.5,8.0
ancW10,0,0804,-7.164713341936025,52.755706787109375,0.3691346347332001,0.43225565552711487,0.7296433448791504,0.4,9.5,10.0,5.0
ancW10,0,0805,-14.220346779381781,58.43659591674805,0.4986089766025543,0.6294797658920288,0.7822058200836182,0.44594594594594594,9.0,8.5,8.0
ancW10,0,0806,-4.974622787268063,49.382381439208984,0.38127171993255615,0.5451458096504211,0.7433179616928101,0.6753246753246753,5.0,1.0,3.0
ancW10,0,0807,-7.512765727639739,58.950984954833984,0.4193292558193207,0.7069305777549744,0.7866455912590027,0.6,4.75,1.0,2.0
ancW10,0,0808,-7.448119567620379,52.84459686279297,0.40025466680526733,0.6726304888725281,0.7094926834106445,0.6027397260273972,8.5,8.5,8.0
ancW10,0,0809,-8.21882063762324,50.29608154296875,0.37686678767204285,0.46239399909973145,0.7913471460342407,0.32098765432098764,9.25,9.0,8.0
ancW10,0,0810,-6.6494537230466495,56.41068649291992,0.3724524676799774,0.49210405349731445,0.8088421821594238,0.44594594594594594,6.75,4.5,7.0
ancW10,0,0811,-9.368453949841628,43.78451919555664,0.466064453125,0.6502551436424255,0.8414209485054016,0.5882352941176471,4.75,5.0,7.0
ancW10,0,0812,-7.134637316586497,41.4412727355957,0.34569627046585083,0.6151869893074036,0.7571114301681519,0.5070422535211268,2.75,1.0,7.0
ancW10,0,0813,-9.00177177213873,34.58684158325195,0.3870806396007538,0.5547372698783875,0.755282998085022,0.5223880597014925,2.75,1.0,3.0
ancW10,0,0814,-7.293524066573281,58.91217803955078,0.3826313018798828,0.4256947934627533,0.8685085773468018,0.410958904109589,9.0,8.5,7.0
ancW10,0,0815,-6.258306032864388,59.85863494873047,0.5060857534408569,0.7864344120025635,0.8039191961288452,0.6,6.5,8.0,4.0
ancW10,0,0816,-6.077247317837724,66.2080307006836,0.34119048714637756,0.796194851398468,0.8015037775039673,0.5797101449275363,8.5,8.0,7.0
ancW10,0,0817,-6.452493738928975,55.2396125793457,0.401161253452301,0.6869298815727234,0.8432717323303223,0.45588235294117646,3.0,1.5,2.0
ancW10,0,0818,-7.736238833382568,57.395782470703125,0.43935075402259827,0.745272696018219,0.7639724016189575,0.5657894736842105,8.5,8.5,7.0
ancW10,0,0819,-14.096396220131176,57.463775634765625,0.42387720942497253,0.32082104682922363,0.6628398895263672,0.5189873417721519,8.75,8.0,7.0
ancW10,0,0820,-4.7756923387426955,58.51263427734375,0.350742369890213,0.561900794506073,0.7902024388313293,0.6266666666666667,5.25,5.5,2.0
ancW10,0,0821,-15.747282520813405,26.4166202545166,0.28030744194984436,0.5137062668800354,0.8412742614746094,0.5625,3.0,1.5,1.0
ancW10,0,0822,-8.89267662823093,66.77489471435547,0.41068458557128906,0.7710785269737244,0.8097304105758667,0.3870967741935484,6.5,4.5,8.0
ancW10,0,0823,-11.61063532434069,29.11895751953125,0.43043461441993713,0.5406669974327087,0.7510661482810974,0.6133333333333333,6.75,4.5,1.0
ancW10,0,0824,-5.498634994555415,60.05366516113281,0.39699220657348633,0.6922746896743774,0.8292319774627686,0.6086956521739131,5.25,1.5,2.0
ancW10,0,0825,-4.36247214932743,46.59251403808594,0.1946176439523697,0.6232614517211914,0.7707481980323792,0.5846153846153846,8.75,8.5,5.0
ancW10,0,0826,-5.108335507465289,62.1402587890625,0.3865140378475189,0.7590633630752563,0.7669893503189087,0.5066666666666667,9.0,8.5,3.0
ancW10,0,0827,-13.469890626004856,29.903745651245117,0.41973692178726196,0.44078564643859863,0.8362606763839722,0.7083333333333334,8.5,8.0,5.0
ancW10,0,0828,-6.670507264890583,54.36029815673828,0.3739742338657379,0.5012409090995789,0.8196861147880554,0.59375,9.0,9.5,7.0
ancW10,0,0829,-4.442330673610069,54.3375358581543,0.5089426636695862,0.6463899612426758,0.7802035808563232,0.5072463768115942,4.75,5.0,7.0
ancW10,0,0830,-5.369599047088497,45.279808044433594,0.38927319645881653,0.7140479683876038,0.7455753087997437,0.6461538461538462,4.0,3.5,2.0
