### RUN ancW10margin_s60 steps=60 rfb=1 anc=margin extra='' input=data/eval_subset start 2026-06-07T13:26:13+08:00
=== ablation ancW10margin_s60 ancW10margin_s60 seed123 2gpu real-coz grpo start 2026-06-07T13:26:13+08:00 ===
hgpn45
TOTAL_STEPS=60 SAVE_FREQ=60 CHECKPOINT_DIR=checkpoints/ancW10margin_s60
PROJECT_NAME=coz_ablation EXPERIMENT_NAME=coz_grpo_ancW10margin_s60_seed123_2gpu_ancW10margin_s60
CUDA_VISIBLE_DEVICES=0,1 COZ_NGPU=2 RAY_TMPDIR=/tmp/seanma0627/ray-ancW10margin_s60 TMPDIR=/tmp/seanma0627/tmp-ancW10margin_s60
Training Progress:  15%|█▌        | 9/60 [13:49<1:14:21, 87.48s/it][36m(WorkerDict pid=2102695)[0m INFO 06-07 13:44:27 [executor_base.py:226] It took 1.514706 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:44:28 [executor_base.py:226] It took 0.554780 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:44:28 [executor_base.py:226] It took 0.064561 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:44:28 [executor_base.py:226] It took 0.016475 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:44:37 [worker.py:145] Sleep mode freed 69.77 GiB memory, 45.35 GiB memory is still in use.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:44:37 [executor_base.py:210] It took 2.266520 seconds to fall asleep.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:44:38 [worker.py:145] Sleep mode freed 69.77 GiB memory, 24.07 GiB memory is still in use.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:44:38 [executor_base.py:210] It took 2.304552 seconds to fall asleep.
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.75532066822052, "raw_r_fb": 54.3051695227623, "raw_r_phr": -0.0, "raw_r_rep": -0.3830372393131256, "raw_validity_total": 0.0, "scale": 2, "score": -1.362407000676579, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 12, "validity_unique_content_tokens": 9}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7498710751533508, "raw_r_fb": 56.46598568558693, "raw_r_phr": -0.0, "raw_r_rep": -0.38008302450180054, "raw_validity_total": 0.0, "scale": 2, "score": -0.17774394487178383, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 27, "validity_unique_content_tokens": 20}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7361442446708679, "raw_r_fb": 56.22605675458908, "raw_r_phr": -2.0, "raw_r_rep": -0.37379351258277893, "raw_validity_total": 0.0, "scale": 2, "score": -0.47559748865573537, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 61, "validity_unique_content_tokens": 37}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7983260154724121, "raw_r_fb": 58.71606659889221, "raw_r_phr": -0.0, "raw_r_rep": -0.4073842167854309, "raw_validity_total": 0.0, "scale": 2, "score": 0.5640282208128116, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 17, "validity_unique_content_tokens": 14}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7620556950569153, "raw_r_fb": 58.79489517211914, "raw_r_phr": -0.0, "raw_r_rep": -0.3897128999233246, "raw_validity_total": 0.0, "scale": 2, "score": 1.2721112339983918, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 8, "validity_unique_content_tokens": 5}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7935487031936646, "raw_r_fb": 58.1604822576046, "raw_r_phr": -0.0, "raw_r_rep": -0.4030207395553589, "raw_validity_total": 0.0, "scale": 2, "score": 0.17960897939289452, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 16, "validity_unique_content_tokens": 11}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7303965091705322, "raw_r_fb": 55.0864337682724, "raw_r_phr": -0.0, "raw_r_rep": -0.4478343725204468, "raw_validity_total": 0.0, "scale": 3, "score": -2.732022915882055, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 18, "validity_unique_content_tokens": 13}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.8234571218490601, "raw_r_fb": 57.94084280729294, "raw_r_phr": -0.0, "raw_r_rep": -0.4287452697753906, "raw_validity_total": 0.0, "scale": 3, "score": 2.8549019490008827, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 20, "validity_unique_content_tokens": 15}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7295069694519043, "raw_r_fb": 54.21960833668709, "raw_r_phr": -1.0, "raw_r_rep": -0.42516982555389404, "raw_validity_total": 0.0, "scale": 3, "score": -1.5888943039224077, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 41, "validity_unique_content_tokens": 29}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.8403064012527466, "raw_r_fb": 57.133164167404175, "raw_r_phr": -0.0, "raw_r_rep": -0.42950141429901123, "raw_validity_total": 0.0, "scale": 3, "score": 2.5175004680784747, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 13, "validity_unique_content_tokens": 11}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7501010298728943, "raw_r_fb": 55.83815407752991, "raw_r_phr": -1.0, "raw_r_rep": -0.43082231283187866, "raw_validity_total": 0.0, "scale": 3, "score": -0.08873251886126918, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 64, "validity_unique_content_tokens": 37}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7611250281333923, "raw_r_fb": 56.26464170217514, "raw_r_phr": -0.0, "raw_r_rep": -0.44771236181259155, "raw_validity_total": 0.0, "scale": 3, "score": -0.9627526784136496, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 16, "validity_unique_content_tokens": 12}
step:10 - actor/entropy:2.245 - actor/kl_loss:0.398 - actor/kl_coef:0.020 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:32.677 - perf/mfu/actor:0.002 - perf/max_memory_allocated_gb:105.188 - perf/max_memory_reserved_gb:108.707 - perf/cpu_memory_used_gb:261.056 - actor/lr:0.000 - training/global_step:10.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:2.855 - critic/score/min:-2.732 - critic/rewards/mean:0.000 - critic/rewards/max:2.855 - critic/rewards/min:-2.732 - critic/advantages/mean:-0.156 - critic/advantages/max:1.408 - critic/advantages/min:-1.508 - critic/returns/mean:-0.156 - critic/returns/max:1.408 - critic/returns/min:-1.508 - response_length/mean:27.000 - response_length/max:64.000 - response_length/min:9.000 - response_length/clip_ratio:0.083 - prompt_length/mean:456.000 - prompt_length/max:456.000 - prompt_length/min:456.000 - prompt_length/clip_ratio:0.000 - timing_s/generate_sequences:7.191 - timing_s/reshard:2.445 - timing_s/gen:12.156 - timing_s/reward:3.214 - timing_s/old_log_prob:19.817 - timing_s/ref:19.637 - timing_s/adv:0.001 - timing_s/update_actor:32.484 - timing_s/step:87.310 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/update_actor:5.605 - timing_per_token_ms/ref:3.388 - timing_per_token_ms/gen:37.519 - perf/total_num_tokens:5796.000 - perf/time_per_step:87.310 - perf/throughput:33.192
Training Progress:  17%|█▋        | 10/60 [15:16<1:12:52, 87.45s/it][36m(WorkerDict pid=2102695)[0m INFO 06-07 13:45:54 [executor_base.py:226] It took 0.454368 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:45:54 [executor_base.py:226] It took 0.436672 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:45:54 [executor_base.py:226] It took 0.084423 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:45:54 [executor_base.py:226] It took 0.029719 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:46:04 [worker.py:145] Sleep mode freed 69.77 GiB memory, 24.07 GiB memory is still in use.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:46:04 [executor_base.py:210] It took 3.356064 seconds to fall asleep.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:46:05 [worker.py:145] Sleep mode freed 69.77 GiB memory, 45.35 GiB memory is still in use.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:46:05 [executor_base.py:210] It took 3.481321 seconds to fall asleep.
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7500222325325012, "raw_r_fb": 57.463235795497894, "raw_r_phr": -0.0, "raw_r_rep": -0.408639520406723, "raw_validity_total": 0.0, "scale": 4, "score": 0.9051669296542576, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 14, "validity_unique_content_tokens": 9}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7735493183135986, "raw_r_fb": 59.904363334178925, "raw_r_phr": -0.0, "raw_r_rep": -0.41991710662841797, "raw_validity_total": 0.0, "scale": 4, "score": 2.834365308936147, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 27, "validity_unique_content_tokens": 21}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7559788227081299, "raw_r_fb": 58.33502584695816, "raw_r_phr": -0.0, "raw_r_rep": -0.43414509296417236, "raw_validity_total": 0.0, "scale": 4, "score": -0.7629112233055703, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 36, "validity_unique_content_tokens": 25}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7761319279670715, "raw_r_fb": 54.74138104915619, "raw_r_phr": -0.0, "raw_r_rep": -0.427123486995697, "raw_validity_total": 0.0, "scale": 4, "score": -0.6224513021367669, "validity_cjk_ratio": 0.022123893805309734, "validity_invalid": 0, "validity_token_count": 50, "validity_unique_content_tokens": 34}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7592775821685791, "raw_r_fb": 56.441663056612015, "raw_r_phr": -0.0, "raw_r_rep": -0.4248208999633789, "raw_validity_total": 0.0, "scale": 4, "score": -0.15950542743823526, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 64, "validity_unique_content_tokens": 41}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0007", "raw_r_anc": 0.7560291886329651, "raw_r_fb": 56.147783786058426, "raw_r_phr": -0.0, "raw_r_rep": -0.43914228677749634, "raw_validity_total": 0.0, "scale": 4, "score": -2.1946642857098126, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 18, "validity_unique_content_tokens": 14}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7636188268661499, "raw_r_fb": 58.11736014485359, "raw_r_phr": -0.0, "raw_r_rep": -0.3620055317878723, "raw_validity_total": 0.0, "scale": 2, "score": -1.9154432648274158, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 35, "validity_unique_content_tokens": 24}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8278713226318359, "raw_r_fb": 66.23526763916016, "raw_r_phr": -0.0, "raw_r_rep": -0.37284553050994873, "raw_validity_total": 0.0, "scale": 2, "score": 2.2620062389778433, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 28, "validity_unique_content_tokens": 22}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.824852705001831, "raw_r_fb": 64.96464970707893, "raw_r_phr": -0.0, "raw_r_rep": -0.4011722207069397, "raw_validity_total": 0.0, "scale": 2, "score": 0.050893309514738694, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 51, "validity_unique_content_tokens": 35}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8080170154571533, "raw_r_fb": 64.21976536512375, "raw_r_phr": -0.0, "raw_r_rep": -0.40520195276648907, "raw_validity_total": 0.0, "scale": 2, "score": -1.221184624785346, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 13, "validity_unique_content_tokens": 11}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7369921803474426, "raw_r_fb": 63.058677673339844, "raw_r_phr": -0.0, "raw_r_rep": -0.34445399045944214, "raw_validity_total": 0.0, "scale": 2, "score": 0.3857310898851255, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 8, "validity_unique_content_tokens": 7}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8245736360549927, "raw_r_fb": 65.00846242904663, "raw_r_phr": -0.0, "raw_r_rep": -0.3847399652004242, "raw_validity_total": 0.0, "scale": 2, "score": 0.43799725123506433, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 16, "validity_unique_content_tokens": 12}
step:11 - actor/entropy:2.113 - actor/kl_loss:0.379 - actor/kl_coef:0.020 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:22.252 - perf/mfu/actor:0.002 - perf/max_memory_allocated_gb:105.188 - perf/max_memory_reserved_gb:108.707 - perf/cpu_memory_used_gb:261.000 - actor/lr:0.000 - training/global_step:11.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:2.834 - critic/score/min:-2.195 - critic/rewards/mean:0.000 - critic/rewards/max:2.834 - critic/rewards/min:-2.195 - critic/advantages/mean:-0.043 - critic/advantages/max:1.655 - critic/advantages/min:-1.314 - critic/returns/mean:-0.043 - critic/returns/max:1.655 - critic/returns/min:-1.314 - response_length/mean:30.917 - response_length/max:64.000 - response_length/min:9.000 - response_length/clip_ratio:0.083 - prompt_length/mean:456.500 - prompt_length/max:457.000 - prompt_length/min:456.000 - prompt_length/clip_ratio:0.000 - timing_s/generate_sequences:6.831 - timing_s/reshard:1.185 - timing_s/gen:12.058 - timing_s/reward:2.199 - timing_s/old_log_prob:19.705 - timing_s/ref:20.332 - timing_s/adv:0.001 - timing_s/update_actor:31.853 - timing_s/step:86.149 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/update_actor:5.446 - timing_per_token_ms/ref:3.476 - timing_per_token_ms/gen:32.502 - perf/total_num_tokens:5849.000 - perf/time_per_step:86.149 - perf/throughput:33.947
Training Progress:  18%|█▊        | 11/60 [16:42<1:11:05, 87.05s/it][36m(WorkerDict pid=2102695)[0m INFO 06-07 13:47:20 [executor_base.py:226] It took 0.396006 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:47:20 [executor_base.py:226] It took 0.451344 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:47:20 [executor_base.py:226] It took 0.015369 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:47:20 [executor_base.py:226] It took 0.045304 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:47:30 [worker.py:145] Sleep mode freed 69.77 GiB memory, 45.35 GiB memory is still in use.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:47:30 [executor_base.py:210] It took 2.288102 seconds to fall asleep.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:47:30 [worker.py:145] Sleep mode freed 69.77 GiB memory, 24.07 GiB memory is still in use.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:47:30 [executor_base.py:210] It took 2.251755 seconds to fall asleep.
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7446373701095581, "raw_r_fb": 50.87211185693741, "raw_r_phr": -0.0, "raw_r_rep": -0.38437581062316895, "raw_validity_total": 0.0, "scale": 3, "score": -1.1394163229318892, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 64, "validity_unique_content_tokens": 47}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.819482684135437, "raw_r_fb": 55.945130348205566, "raw_r_phr": -0.0, "raw_r_rep": -0.43271780014038086, "raw_validity_total": 0.0, "scale": 3, "score": -0.5933315667126213, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 22, "validity_unique_content_tokens": 17}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.845119833946228, "raw_r_fb": 57.187492191791534, "raw_r_phr": -0.0, "raw_r_rep": -0.42407387495040894, "raw_validity_total": 0.0, "scale": 3, "score": 1.734026901959661, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 39, "validity_unique_content_tokens": 29}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8279018998146057, "raw_r_fb": 54.79876697063446, "raw_r_phr": -0.0, "raw_r_rep": -0.4273030757904053, "raw_validity_total": 0.0, "scale": 3, "score": -0.0559054640299403, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 22, "validity_unique_content_tokens": 17}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7618733644485474, "raw_r_fb": 55.08558949828148, "raw_r_phr": -0.0, "raw_r_rep": -0.40593060851097107, "raw_validity_total": 0.0, "scale": 3, "score": 0.1296861362983251, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 53, "validity_unique_content_tokens": 29}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8274640440940857, "raw_r_fb": 55.95843127369881, "raw_r_phr": -0.0, "raw_r_rep": -0.4307965636253357, "raw_validity_total": 0.0, "scale": 3, "score": -0.0750596845835419, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 12, "validity_unique_content_tokens": 9}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7255529165267944, "raw_r_fb": 51.24437054991722, "raw_r_phr": -0.0, "raw_r_rep": -0.367851197719574, "raw_validity_total": 0.0, "scale": 4, "score": -1.6334634411061715, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 64, "validity_unique_content_tokens": 45}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8087033033370972, "raw_r_fb": 55.02030009031296, "raw_r_phr": -0.0, "raw_r_rep": -0.3916260600090027, "raw_validity_total": 0.0, "scale": 4, "score": 0.5326235595641665, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 19, "validity_unique_content_tokens": 15}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.7621970772743225, "raw_r_fb": 54.54915636777878, "raw_r_phr": -0.0, "raw_r_rep": -0.3740699291229248, "raw_validity_total": 0.0, "scale": 4, "score": 0.6057868476301078, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 20, "validity_unique_content_tokens": 17}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.826896071434021, "raw_r_fb": 54.965835213661194, "raw_r_phr": -0.0, "raw_r_rep": -0.40459513664245605, "raw_validity_total": 0.0, "scale": 4, "score": 0.41199918489835946, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 25, "validity_unique_content_tokens": 17}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8020187020301819, "raw_r_fb": 55.86045014858246, "raw_r_phr": -0.0, "raw_r_rep": -0.3918154239654541, "raw_validity_total": 0.0, "scale": 4, "score": 0.6949829876475742, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 29, "validity_unique_content_tokens": 21}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0008", "raw_r_anc": 0.8116641044616699, "raw_r_fb": 54.41109883785248, "raw_r_phr": -0.0, "raw_r_rep": -0.4081789553165436, "raw_validity_total": 0.0, "scale": 4, "score": -0.6119291386340443, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 63, "validity_unique_content_tokens": 37}
step:12 - actor/entropy:2.517 - actor/kl_loss:0.115 - actor/kl_coef:0.020 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:14.668 - perf/mfu/actor:0.002 - perf/max_memory_allocated_gb:105.188 - perf/max_memory_reserved_gb:108.707 - perf/cpu_memory_used_gb:259.553 - actor/lr:0.000 - training/global_step:12.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:1.734 - critic/score/min:-1.633 - critic/rewards/mean:0.000 - critic/rewards/max:1.734 - critic/rewards/min:-1.633 - critic/advantages/mean:-0.245 - critic/advantages/max:1.792 - critic/advantages/min:-1.752 - critic/returns/mean:-0.245 - critic/returns/max:1.792 - critic/returns/min:-1.752 - response_length/mean:36.833 - response_length/max:64.000 - response_length/min:13.000 - response_length/clip_ratio:0.250 - prompt_length/mean:456.500 - prompt_length/max:457.000 - prompt_length/min:456.000 - prompt_length/clip_ratio:0.000 - timing_s/generate_sequences:7.488 - timing_s/reshard:1.147 - timing_s/gen:11.035 - timing_s/reward:3.212 - timing_s/old_log_prob:20.131 - timing_s/ref:19.643 - timing_s/adv:0.001 - timing_s/update_actor:32.481 - timing_s/step:86.503 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/update_actor:5.487 - timing_per_token_ms/ref:3.318 - timing_per_token_ms/gen:24.967 - perf/total_num_tokens:5920.000 - perf/time_per_step:86.503 - perf/throughput:34.218
Training Progress:  20%|██        | 12/60 [18:09<1:09:30, 86.89s/it][36m(WorkerDict pid=2102695)[0m INFO 06-07 13:48:46 [executor_base.py:226] It took 0.492503 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:48:46 [executor_base.py:226] It took 0.617922 seconds to wake up tags ['weights'].
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:48:47 [executor_base.py:226] It took 0.012059 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:48:47 [executor_base.py:226] It took 0.032370 seconds to wake up tags ['kv_cache'].
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:48:54 [worker.py:145] Sleep mode freed 69.77 GiB memory, 24.07 GiB memory is still in use.
[36m(WorkerDict pid=2102696)[0m INFO 06-07 13:48:54 [executor_base.py:210] It took 2.333794 seconds to fall asleep.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:48:55 [worker.py:145] Sleep mode freed 69.77 GiB memory, 45.35 GiB memory is still in use.
[36m(WorkerDict pid=2102695)[0m INFO 06-07 13:48:55 [executor_base.py:210] It took 3.632045 seconds to fall asleep.
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6754814982414246, "raw_r_fb": 68.83712378144264, "raw_r_phr": -0.0, "raw_r_rep": -0.3412734568119049, "raw_validity_total": 0.0, "scale": 2, "score": -0.03939851571197306, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 12, "validity_unique_content_tokens": 8}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6538805961608887, "raw_r_fb": 68.63401591777802, "raw_r_phr": -0.0, "raw_r_rep": -0.33474427461624146, "raw_validity_total": 0.0, "scale": 2, "score": -1.0719940564818373, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 13, "validity_unique_content_tokens": 8}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6847746968269348, "raw_r_fb": 69.35870712995529, "raw_r_phr": -0.0, "raw_r_rep": -0.3514494233661228, "raw_validity_total": 0.0, "scale": 2, "score": 1.741368466971825, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 35, "validity_unique_content_tokens": 21}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6783795356750488, "raw_r_fb": 68.31009584665298, "raw_r_phr": -0.0, "raw_r_rep": -0.33183491230010986, "raw_validity_total": 0.0, "scale": 2, "score": -0.6794854892794141, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 25, "validity_unique_content_tokens": 18}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6005845665931702, "raw_r_fb": 68.47203999757767, "raw_r_phr": -0.0, "raw_r_rep": -0.29588383436203003, "raw_validity_total": 0.0, "scale": 2, "score": 0.30043232049490753, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 10, "validity_unique_content_tokens": 8}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6641085147857666, "raw_r_fb": 68.68248069286346, "raw_r_phr": -0.0, "raw_r_rep": -0.33001866936683655, "raw_validity_total": 0.0, "scale": 2, "score": -0.2509227259936032, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 10, "validity_unique_content_tokens": 6}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.5923536419868469, "raw_r_fb": 66.63370096683502, "raw_r_phr": -0.0, "raw_r_rep": -0.3491307497024536, "raw_validity_total": 0.0, "scale": 3, "score": -0.6661577917684587, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 33, "validity_unique_content_tokens": 12}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6450954079627991, "raw_r_fb": 66.20327007770538, "raw_r_phr": -0.0, "raw_r_rep": -0.3768109083175659, "raw_validity_total": 0.0, "scale": 3, "score": -0.5342944130077059, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 13, "validity_unique_content_tokens": 8}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6037795543670654, "raw_r_fb": 66.85670047998428, "raw_r_phr": -0.0, "raw_r_rep": -0.3836263418197632, "raw_validity_total": 0.0, "scale": 3, "score": 0.28259714637980704, "validity_cjk_ratio": 0.0, "validity_invalid": 0, "validity_token_count": 20, "validity_unique_content_tokens": 16}
[coz_reward] {"event": "coz_reward", "has_crop": true, "image_id": "0009", "raw_r_anc": 0.6386394500732422, "raw_r_fb": 66.79584711790085, "raw_r_phr": -0.0, "raw_r_rep": -1.0, "raw_validity_total": -2.0, "scale": 3, "score": -2.0, "validity_cjk_ratio": 0.0, "validity_invalid": 1, "validity_token_count": 6, "validity_unique_content_tokens": 5}
